rideHailAgentID,xCoord,yCoord
rideHailAgent-1106-2016000966720-0146975,678463.098681849,4822710.341256569
rideHailAgent-1106-2012000710099-013892,682937.0943542512,4822736.191971532
rideHailAgent-1801-2016000647792-1140389,684360.5444518424,4823214.143618579
rideHailAgent-600-2016000215667-0129541,683835.7299177708,4823325.867254077
rideHailAgent-1803-2014000804142-077261,683343.4866612266,4820285.997294047
rideHailAgent-1803-2016001274365-0153540,682254.6569288466,4820320.858558803
rideHailAgent-407-2012000353261-16952,687312.0765500129,4822810.058379388
rideHailAgent-10405-2012000329684-06308,683761.0688437545,4824542.6108059175
rideHailAgent-1106-2016000819398-1144243,679892.1263804691,4821471.926833084
rideHailAgent-10600-2012001385924-027506,681335.3880529362,4821924.421408226
rideHailAgent-10405-2015000765762-0106157,679087.0721483339,4828981.7833462395
rideHailAgent-100-2012000539363-010502,685233.2156688864,4828061.528636416
rideHailAgent-10405-2015000099042-092886,679111.5043080975,4829273.079561473
rideHailAgent-10102-2015001283493-0120002,682818.0658359389,4824700.520394687
rideHailAgent-10104-2013001154369-054219,684248.6058514734,4818988.39554288
rideHailAgent-1804-2015000810401-0108360,687018.6816314715,4822438.884297546
rideHailAgent-1902-2014000987574-081344,686117.1449328605,4818898.432152839
rideHailAgent-1101-2014000929020-080209,680046.4732649733,4820308.662519895
rideHailAgent-1500-2014001061014-083615,680133.8071266524,4820799.150318624
rideHailAgent-10104-2013001099005-253538,685106.1943022266,4819315.14205742
rideHailAgent-10103-2014000047931-161789,680023.4427141233,4820731.357064837
rideHailAgent-1902-2012000037288-0320,683613.940839495,4820894.826148823
rideHailAgent-10104-2014000266090-267418,681742.084153437,4819533.55476873
rideHailAgent-1801-2016000970031-0147176,684475.0966987301,4823149.535626586
rideHailAgent-1105-2012000478993-09891,678411.5413362486,4819930.023302695
rideHailAgent-1801-2014000114846-064005,687067.0531746304,4819138.403580947
rideHailAgent-1803-2013001141014-154043,686733.1368722916,4820459.3160479665
rideHailAgent-1200-2015000712347-0104869,678958.4308135824,4823406.971451874
rideHailAgent-1002-2016000116811-0127582,679451.740499538,4822656.445642276
rideHailAgent-10104-2014000053367-762289,684512.2616018665,4824209.84130785
rideHailAgent-100-2016000510160-0136501,680918.338157569,4825893.153282436
rideHailAgent-10103-2016000828903-0144458,678404.6064522815,4819497.650231885
rideHailAgent-300-2015001250406-0119211,684220.2593547687,4825355.682278482
rideHailAgent-1801-2014000308169-068828,684480.4993671424,4824158.2843629345
rideHailAgent-408-2016000116811-1127819,684676.5169856572,4826395.237636598
rideHailAgent-10104-2012001009640-020586,687071.2530504277,4819361.763472701
rideHailAgent-1106-2015000392042-098559,678729.0287139479,4820964.562422812
rideHailAgent-1804-2016001459467-0156222,687340.1980198662,4821494.493448983
rideHailAgent-1105-2016000029416-3124910,678654.1940004659,4819136.911073559
rideHailAgent-1002-2016001487612-0157008,681137.515974199,4823731.530724302
rideHailAgent-1107-2014001093569-084600,679910.1798407942,4821620.784232206
rideHailAgent-1107-2016001420851-0154808,678715.868084352,4821939.672088739
rideHailAgent-1902-2014000047931-061870,685308.2059455173,4820192.484018036
rideHailAgent-1105-2016001424895-0155020,681393.2782974768,4820313.085852162
rideHailAgent-1803-2014000596551-074801,686576.9869308103,4820270.840036629
rideHailAgent-1804-2016000012225-1124741,687058.6335475803,4822093.133256045
rideHailAgent-1101-2014000869030-078916,679978.0991335674,4819324.046015995
rideHailAgent-10405-2014001093569-084772,683482.6744849257,4823575.955337219
rideHailAgent-405-2014000079080-162981,685291.6078973567,4823546.87917013
rideHailAgent-700-2013001196677-055308,683910.6657451658,4824426.682922482
rideHailAgent-600-2014000072178-062739,684615.1367360069,4825389.8964641765
rideHailAgent-1002-2012000826404-016422,678569.2719632204,4822886.927019861
rideHailAgent-401-2013000065252-030975,684767.7409082121,4823425.315669772
rideHailAgent-408-2012000849754-017278,686273.5936687358,4827907.402712794
rideHailAgent-202-2015000046388-092178,680850.547849092,4825038.23559582
rideHailAgent-500-2016001048510-0148303,684591.8363909118,4823145.97410608
rideHailAgent-1200-2012000747410-014612,680781.2310778559,4822423.214198614
rideHailAgent-1804-2014000641447-075337,682509.6562826231,4820495.782891233
rideHailAgent-10104-2014000878931-079182,683726.7142831557,4820324.574815036
rideHailAgent-1700-2014001058472-083461,685585.625778243,4821986.538931729
rideHailAgent-405-2016000116811-3127813,687044.671919695,4824518.576411003
rideHailAgent-1500-2014001249091-088333,683334.6772999895,4821432.760767562
rideHailAgent-10103-2016000914007-0146278,679767.6599905418,4821542.400952667
rideHailAgent-1105-2016001223046-2152027,680011.1324144015,4821048.00398409
rideHailAgent-1200-2015000902296-1112262,681819.251261945,4822005.43319716
rideHailAgent-600-2016001484403-0156708,684546.3195973219,4822695.905687123
rideHailAgent-1001-2012000156497-02805,681068.210448986,4824814.023345187
rideHailAgent-1804-2016000987597-0147577,684653.8308069409,4824917.401054443
rideHailAgent-1200-2013000934703-050663,680135.7943821588,4820241.320742919
rideHailAgent-900-2013000056397-230630,679377.7821364767,4823189.948253516
rideHailAgent-10103-2014000292394-168019,678824.2145316257,4819585.527497614
rideHailAgent-10104-2016000476834-0135826,682912.7803459157,4821708.806433024
rideHailAgent-202-2013000258802-035668,683435.3632538192,4823812.040035969
rideHailAgent-1700-2014000987574-081148,685509.2402911499,4822914.483570504
rideHailAgent-900-2015000902296-1112241,685012.1494244239,4824318.90360681
rideHailAgent-1700-2013000854706-049194,684699.0110644306,4823044.402995238
rideHailAgent-408-2016000116811-1127692,687424.4462132703,4825798.900358549
rideHailAgent-405-2016000675463-0140975,687091.1068313414,4824538.716597081
rideHailAgent-1803-2014000095187-063188,687058.377412117,4819260.645063583
rideHailAgent-1002-2016000827923-0144426,681163.5371573648,4823832.019447055
rideHailAgent-1106-2014000212413-466265,680863.1814774467,4824307.464639949
rideHailAgent-1106-2015000751671-0105811,680475.0946582283,4823912.146065971
rideHailAgent-700-2015000354278-097755,684558.8802439404,4824342.300116953
rideHailAgent-900-2013000687337-046706,680397.1672972789,4823694.423640475
rideHailAgent-1106-2014000344487-069114,678653.6304736978,4820901.062604578
rideHailAgent-407-2014000882047-079211,685014.1243372197,4824089.403675793
rideHailAgent-10600-2016001223046-0151801,682228.2378115788,4822736.970594453
rideHailAgent-1106-2015000302073-097076,680845.0468898532,4824430.267458786
rideHailAgent-10104-2013000871283-049283,686247.2880257147,4818881.451978416
rideHailAgent-1107-2012000336992-06491,680806.4534584818,4824033.778622919
rideHailAgent-1105-2012000871125-117809,681417.0339899383,4821273.702086084
rideHailAgent-10103-2015000401067-099286,680110.7229593899,4821000.366757653
rideHailAgent-600-2012000584680-011693,684697.8251355543,4822859.762449855
rideHailAgent-202-2012000274151-05516,681054.222885788,4824007.187806996
rideHailAgent-1200-2015000848829-0110368,681762.446759281,4821072.064274815
rideHailAgent-1101-2016001200571-0150622,679768.6651408185,4821598.190466413
rideHailAgent-1200-2013001424451-059601,681332.437620063,4821152.621523204
rideHailAgent-10103-2016000550401-0138023,678639.6258758678,4819750.606657514
rideHailAgent-500-2014001175351-086440,678690.8939021835,4821464.534684687
rideHailAgent-900-2016001232300-0152454,680742.4107590533,4824173.387206592
rideHailAgent-1700-2015000282851-096539,686032.4158073639,4822089.228203975
rideHailAgent-10401-2015001390631-0122434,683407.4161863936,4820555.396035956
rideHailAgent-900-2013001072441-053187,682563.364739932,4823914.283351215
rideHailAgent-408-2015000606577-3102403,685080.1436621578,4825185.366469565
rideHailAgent-1700-2015001219743-0118329,685542.8077041411,4822390.2199843135
rideHailAgent-10104-2015000816977-3109147,684904.4177412714,4819246.361050773
rideHailAgent-1700-2014001046127-083177,684717.1114451542,4822009.43500705
rideHailAgent-1106-2013000939162-150694,680497.527342373,4820530.389101115
rideHailAgent-1803-2015000712347-2104879,687055.6842493267,4822285.451786115
rideHailAgent-1801-2014000228364-166700,683012.7149890055,4820516.267943503
rideHailAgent-10102-2012000207266-14161,681546.0461976632,4819504.470499333
rideHailAgent-700-2013000532687-242608,683665.8369991377,4824654.293959926
rideHailAgent-1001-2015000804471-0108053,678630.4273801862,4823191.990037937
rideHailAgent-900-2015001024517-0114532,681522.8388849661,4825029.736945722
rideHailAgent-1002-2016000985817-0147432,680825.9706151093,4824287.4681381555
rideHailAgent-700-2012001111261-022411,684436.6979816296,4824252.23071156
rideHailAgent-10405-2013000416193-039963,681730.4890128087,4824709.624281304
rideHailAgent-1803-2014000077550-062850,686574.7658236619,4821154.128410362
rideHailAgent-10102-2013000270445-036207,680258.454242522,4821422.785970295
rideHailAgent-1902-2016001407958-1154463,685043.2698089764,4819881.593904678
rideHailAgent-1902-2013000905598-050042,685418.2748558592,4821666.875170896
rideHailAgent-1101-2013001204199-055687,680001.3009501599,4821601.835846289
rideHailAgent-10102-2013000179683-033619,683879.0101119238,4820833.132860327
rideHailAgent-1108-2016000412886-0134312,678457.102324172,4819781.342350357
rideHailAgent-700-2016000086561-0126733,683054.409278713,4824015.975447027
rideHailAgent-201-2012001433817-028814,682563.8520790763,4825965.349896804
rideHailAgent-1801-2012000752641-114983,686806.6009641987,4818990.276207547
rideHailAgent-10104-2015000795744-3107561,685521.210987193,4823039.38983831
rideHailAgent-1002-2015001024517-0114578,679658.1596709178,4823643.017634801
rideHailAgent-1801-2014000046617-061627,686542.5291958124,4820583.872122814
rideHailAgent-700-2014000292394-368071,683590.8948859584,4824303.194437556
rideHailAgent-1801-2015000152468-093833,682369.9096577931,4820433.611452166
rideHailAgent-202-2015000971084-0113428,681893.5750322575,4823691.127743182
rideHailAgent-1101-2012000256308-05279,679961.2174749413,4819526.801120529
rideHailAgent-1600-2014000477188-071117,683587.901197631,4821486.5151267005
rideHailAgent-1001-2013001157196-054503,679579.1260630146,4825024.812440506
rideHailAgent-700-2013000280546-236451,684173.0627179991,4823575.476767997
rideHailAgent-405-2014001063974-083661,686311.4820909481,4824887.291659122
rideHailAgent-405-2013001034691-152254,686639.2698320117,4824767.1131387
rideHailAgent-10405-2015000875080-1111618,681117.8956582185,4825184.273782711
rideHailAgent-407-2013001355501-058229,687115.3516293,4822108.2787791565
rideHailAgent-1101-2012000634858-012785,683360.0699659568,4820697.345171559
rideHailAgent-1106-2014000113616-063680,678698.1734452618,4822771.762379241
rideHailAgent-1105-2013000280546-336690,678440.747702492,4822129.773148071
rideHailAgent-1801-2015000398159-099081,686924.6007035814,4819064.741638147
rideHailAgent-300-2016000880566-1145720,684092.0736002481,4824875.334928477
rideHailAgent-1108-2016000233221-0129812,685271.9519658679,4823021.2997494405
rideHailAgent-1108-2014000221274-066335,678743.4470729694,4819633.784741274
rideHailAgent-1105-2015000875080-3111465,680145.2935821684,4820775.395835127
rideHailAgent-1902-2012001064755-021620,685499.6624590731,4821128.087157827
rideHailAgent-700-2015000087715-092818,683968.6376956108,4824679.096469499
rideHailAgent-1500-2016000012225-2124550,682739.7118298732,4821439.137814568
rideHailAgent-1500-2014000877860-079112,682607.5759040959,4819636.734317626
rideHailAgent-1500-2016000770003-1143089,682616.5576238546,4822708.820222488
rideHailAgent-10104-2012000963809-418957,683576.1808066826,4820446.514145903
rideHailAgent-900-2016001458235-0156129,681164.5587881394,4822242.693738533
rideHailAgent-700-2015000467368-0100036,683335.1665005458,4823560.899330408
rideHailAgent-1108-2015000242580-095858,679007.3366904012,4819925.357887841
rideHailAgent-1803-2012000353261-07021,686631.6182407883,4820455.9988149665
rideHailAgent-500-2016000928324-0146541,684999.8931243857,4823294.288920799
rideHailAgent-10102-2013000397439-039523,681671.0835839958,4820257.708980797
rideHailAgent-1801-2014000747832-076491,683673.8677183149,4824107.946050262
rideHailAgent-10102-2014000376207-169488,681451.0912927176,4819377.587143031
rideHailAgent-10104-2014001079600-084048,685331.4001654639,4819274.999355576
rideHailAgent-201-2012000510062-010243,683336.8266895846,4825000.440217713
rideHailAgent-10405-2013000377800-139278,679202.3368319164,4823276.8705246765
rideHailAgent-10104-2016000012225-1124671,682870.9573027355,4820626.243213031
rideHailAgent-201-2014000503327-072191,683791.2128199016,4824749.897482598
rideHailAgent-406-2013001307359-057493,687285.5414571901,4823605.266702251
rideHailAgent-1108-2013001314031-057737,678742.3924971482,4819560.277361924
rideHailAgent-1108-2014000985734-081069,680225.4324595007,4820253.807763343
rideHailAgent-1600-2012001239814-024200,684692.401312375,4823206.4969049925
rideHailAgent-1106-2016001232073-1152357,678640.4822319,4820834.017250431
rideHailAgent-1200-2014000869030-078933,680223.3405706545,4823403.314126075
rideHailAgent-1106-2014000537083-073124,680779.853989428,4828105.161710897
rideHailAgent-10104-2012001350676-226386,683176.1179883447,4820265.042030108
rideHailAgent-201-2013000147306-032684,682351.8407126177,4825657.887344682
rideHailAgent-10600-2013000065252-030963,681622.1910250814,4823833.180261741
rideHailAgent-1700-2014000987574-081376,684033.7248166044,4823261.823239784
rideHailAgent-1107-2012000341159-06582,683447.857120866,4823860.843864103
rideHailAgent-900-2014001171812-086313,681510.477662895,4823558.224017849
rideHailAgent-202-2012000311610-06146,680621.6294093676,4822287.269159751
rideHailAgent-1902-2016000068280-0126194,682365.941469509,4819360.725265144
rideHailAgent-10600-2013001034691-052232,680411.18618363,4820533.699883383
rideHailAgent-1101-2014000780631-076828,681934.2016393146,4823761.638865673
rideHailAgent-407-2014000492697-071993,684537.3850903928,4823921.32550156
rideHailAgent-1107-2015001162246-0116947,678406.3860641038,4820997.066454475
rideHailAgent-10401-2012000659907-013271,683345.6939199421,4820466.531453705
rideHailAgent-10104-2013000105963-331688,684836.4380258733,4819143.328952161
rideHailAgent-10401-2012000871125-017864,687047.1640923487,4820304.430373356
rideHailAgent-406-2014001093569-084574,687129.4851999475,4823222.099414973
rideHailAgent-1803-2013000441169-041197,683143.4380087871,4820301.008134484
rideHailAgent-10102-2016001094523-0149071,681728.0255587165,4819284.340617053
rideHailAgent-10103-2014000951716-080586,678349.4793252039,4819462.983439723
rideHailAgent-10104-2012000836407-016809,682153.9039572504,4819123.737685693
rideHailAgent-201-2014001176555-086617,683300.4258419021,4824785.185705661
rideHailAgent-700-2013000895447-049657,683833.1950069614,4823961.5355929565
rideHailAgent-10405-2013000066284-031086,680871.5039988566,4823850.9610661715
rideHailAgent-10401-2013000520267-042359,686887.9051419355,4819751.46536234
rideHailAgent-1803-2013000854706-049239,686744.3449779291,4819726.584998167
rideHailAgent-1200-2016001227839-0152181,680905.6725418469,4823178.847128906
rideHailAgent-1801-2015001081426-1115640,686897.598221137,4821956.726858095
rideHailAgent-300-2015001052399-0115076,685886.5366272979,4825750.763008751
rideHailAgent-10102-2016000029416-4125137,682105.4310845588,4819397.600622585
rideHailAgent-1803-2013000105963-331742,687402.2960984869,4822383.53699596
rideHailAgent-10104-2015001390631-7122334,684619.4847116122,4818867.393630342
rideHailAgent-405-2016000169957-0128696,684121.0882301053,4824300.584782903
rideHailAgent-1001-2013000359041-138012,679052.4580658744,4823426.475715365
rideHailAgent-10104-2015000099042-092890,686812.3840354444,4819070.986110658
rideHailAgent-10102-2012000388530-07556,679698.7818533854,4821411.067693745
rideHailAgent-405-2013000878752-049374,687436.1283729034,4825135.071400291
rideHailAgent-1108-2014001404766-090720,679984.7692970475,4821261.979861831
rideHailAgent-10104-2015000806558-1108170,684300.6008634334,4818941.38875804
rideHailAgent-1700-2015000224295-095794,685527.4030961593,4822129.061555813
rideHailAgent-1108-2015001345452-0121588,678762.2178628766,4819560.622972661
rideHailAgent-1101-2013000153074-032936,680791.1889953593,4823725.905927621
rideHailAgent-100-2012000559396-010949,684185.5851113526,4824763.957824548
rideHailAgent-1107-2013000359041-038031,679773.071758739,4821430.0331596015
rideHailAgent-1101-2012000251540-15060,682015.7695271621,4821276.132581152
rideHailAgent-10103-2014000901324-179853,678793.7574346907,4819159.740766773
rideHailAgent-10104-2015000467368-199935,683317.4294261257,4821060.015567983
rideHailAgent-500-2015000837069-0110048,685121.3549731268,4823170.789357209
rideHailAgent-1105-2012000353261-06841,681564.6799669483,4821434.418838934
rideHailAgent-405-2014000093171-063079,685158.4460786222,4823961.969706653
rideHailAgent-1804-2014000159546-064992,687236.9811930363,4822946.440658766
rideHailAgent-900-2012000829853-116642,680283.6647094747,4823405.221442271
rideHailAgent-300-2014001139730-085426,684420.3596439904,4825194.423273421
rideHailAgent-10103-2016001210684-0150891,678617.7213524821,4819154.05713323
rideHailAgent-10401-2015000824317-0109395,683561.0127116066,4823924.811283738
rideHailAgent-10102-2014001122037-085165,680287.4496469771,4819328.206724931
rideHailAgent-1101-2013000668727-346188,681679.9083225552,4820412.922656234
rideHailAgent-600-2013000703547-047118,684303.6514752889,4823172.560215378
rideHailAgent-1803-2016001210684-0150867,686924.9803631343,4820075.310000244
rideHailAgent-1500-2016000835364-0144729,682123.8040364143,4820357.475609814
rideHailAgent-600-2014000448294-170534,684185.4778604077,4823271.552695194
rideHailAgent-401-2013000065252-030929,686015.7480937276,4824576.526473556
rideHailAgent-406-2013001356508-058313,684976.0777735302,4824541.624907955
rideHailAgent-10600-2013001219485-056005,682447.6364595717,4821308.887775573
rideHailAgent-1801-2014001045407-183136,683058.774162956,4820937.547152902
rideHailAgent-1106-2014000561422-173817,680697.562628885,4828496.736649684
rideHailAgent-201-2012000409645-08724,682112.1597829717,4824645.985851997
rideHailAgent-407-2014000723051-076232,684327.3025979579,4824266.46643485
rideHailAgent-407-2014000585174-174250,687277.5088244256,4823939.456444118
rideHailAgent-1801-2014000747832-076537,686976.6347520845,4823168.177970143
rideHailAgent-1105-2012001358909-026833,678453.1171874942,4819705.418958597
rideHailAgent-1200-2012000478993-09844,680575.3093068737,4824138.428839932
rideHailAgent-10102-2014000536339-173012,681737.8136806949,4819391.224328855
rideHailAgent-10103-2015000635597-1103459,680022.3545399535,4820641.92632781
rideHailAgent-1500-2015001314717-4120855,683563.1162534729,4820330.578263462
rideHailAgent-406-2016001153481-0149722,684450.1300254733,4824214.489777782
rideHailAgent-1902-2013000620807-045248,686701.2805084257,4820564.505843429
rideHailAgent-10104-2015000177422-294391,687064.5342254058,4819150.158368096
rideHailAgent-1107-2016000995092-0147679,678818.9963106677,4821827.97763676
rideHailAgent-1801-2014000793041-077140,686278.34582545,4818879.5751353735
rideHailAgent-1801-2014001359572-190108,687399.0629971242,4822189.128216179
rideHailAgent-600-2014000261631-067245,683203.3581403249,4821567.50899372
rideHailAgent-10600-2015000863442-0110922,683431.9337058726,4820198.248500178
rideHailAgent-10104-2014000182084-165469,683916.2694042983,4818784.6365183145
rideHailAgent-407-2013000068309-031133,687223.6601001342,4823566.98148056
rideHailAgent-1803-2015001275562-0119873,683108.9628788248,4820319.190849032
rideHailAgent-10102-2014001119261-085023,681783.2920700931,4820534.189929358
rideHailAgent-10103-2014000596551-074755,683213.9039654285,4820497.842781693
rideHailAgent-10102-2014000266090-167500,682071.9635754611,4819154.0176704675
rideHailAgent-10405-2012000633457-012631,680946.1193380256,4825034.681641054
rideHailAgent-201-2015000050024-092430,681064.096226898,4824659.311429839
rideHailAgent-407-2015000795744-0107472,684764.5438118699,4824193.80121213
rideHailAgent-10600-2013001328389-057964,679739.7887168861,4821148.136572339
rideHailAgent-10103-2015000082498-092605,678603.4988923226,4819571.95485511
rideHailAgent-10102-2012000529759-010326,680191.7579635088,4821217.548848535
rideHailAgent-408-2015001219743-1118371,686501.3472668397,4825639.950305747
rideHailAgent-10600-2016000063348-0126135,683315.050657585,4822591.414167332
rideHailAgent-10102-2012000559396-211154,681831.8524042518,4819368.535075547
rideHailAgent-10405-2016000069252-0126529,680913.7626172928,4826149.696746252
rideHailAgent-1801-2015000210255-295321,686615.8804418853,4822904.27044058
rideHailAgent-10104-2016000039403-2125550,683239.2104681508,4821250.922822299
rideHailAgent-1801-2012000172183-03366,684593.0800844067,4823227.01328276
rideHailAgent-10104-2014000125384-564352,680243.9621690167,4821049.00690667
rideHailAgent-600-2016000012225-1124608,683616.3166844317,4824257.2562155295
rideHailAgent-1107-2016000381212-0133068,678515.5049013261,4822165.267016411
rideHailAgent-1001-2012001382026-027329,681630.4353268761,4823784.134560933
rideHailAgent-700-2014001322943-089262,682602.1642961779,4824627.268507337
rideHailAgent-1803-2016001180805-1150237,686737.8645130635,4819243.100679725
rideHailAgent-1106-2013000986135-151265,678384.6637788787,4821221.427957848
rideHailAgent-201-2016000420812-0134503,683331.9357407389,4825036.63016238
rideHailAgent-405-2013000293337-037048,686780.8612281914,4824711.398478876
rideHailAgent-1108-2015001102883-0115919,681613.3878846593,4821463.582648411
rideHailAgent-1105-2014001174412-186406,678562.4058541978,4819950.753812251
rideHailAgent-1001-2014001183852-087011,679305.2115868347,4825172.8756940635
rideHailAgent-1106-2012001067422-121720,678677.8414267666,4820854.828069481
rideHailAgent-10401-2014001140978-085638,683501.5716718404,4820720.712090086
rideHailAgent-201-2015000727153-0105584,682882.3027949195,4825076.1875892095
rideHailAgent-10103-2013001307423-157572,678812.2972726242,4819582.219909422
rideHailAgent-1106-2016001216686-0151353,680802.6650865595,4824118.205184318
rideHailAgent-407-2012000963809-219181,687245.6561672969,4822910.59592602
rideHailAgent-1803-2013000619466-045110,687205.3536582772,4822276.683474401
rideHailAgent-10405-2015000391769-098549,684033.540831456,4828515.695977168
rideHailAgent-1901-2014000238225-066952,684677.3035107527,4821313.216485394
rideHailAgent-10102-2016000643612-1139960,681714.5229448779,4819536.048014798
rideHailAgent-10600-2016000479494-0136097,683240.3843295545,4821303.765562461
rideHailAgent-1108-2013000405662-039620,682941.117892012,4820446.37932406
rideHailAgent-10401-2016000055939-0125972,686706.0352282657,4820268.656034145
rideHailAgent-1803-2012001464904-129205,684537.6880180066,4823317.550578081
rideHailAgent-10102-2016000116811-3127527,680206.76612734,4818992.888189195
rideHailAgent-1901-2013001092406-053336,683692.2743503369,4821267.610492623
rideHailAgent-10405-2014001046127-083186,678556.6549198565,4828804.052628339
rideHailAgent-10103-2014000126757-064498,681745.2333445646,4821229.771249845
rideHailAgent-10102-2015000224295-095803,679409.8658035578,4819535.027590196
rideHailAgent-406-2014000292394-168201,686865.9365189513,4823980.42506501
rideHailAgent-1106-2012000963809-1019607,678823.7432443395,4821780.565294009
rideHailAgent-1500-2014001140978-085584,682819.606061536,4820531.454490569
rideHailAgent-1106-2013001123049-053785,678631.269736363,4822690.801666797
rideHailAgent-10102-2014000545247-173265,682425.2929560788,4820269.97180293
rideHailAgent-1500-2015001294650-0120298,682503.3473991323,4822734.943466996
rideHailAgent-1105-2015000398159-099073,678518.3233645671,4819801.743974652
rideHailAgent-10600-2014000994591-081863,682460.3177801766,4823121.882668139
rideHailAgent-300-2012000065430-0962,684825.3336310628,4822747.290854156
rideHailAgent-1804-2012000420927-08796,687077.9694742917,4822041.090037123
rideHailAgent-1200-2012000662519-013582,683212.1942996272,4821253.922829526
rideHailAgent-1105-2012000131467-12444,678359.0606363903,4819663.741199685
rideHailAgent-401-2016001437406-0155419,685620.5588876341,4824125.2569665825
rideHailAgent-1101-2015001412997-0122766,680805.5266752753,4820201.5201716805
rideHailAgent-1200-2013000202866-034536,680828.3541499007,4822021.647565969
rideHailAgent-406-2013001005966-051617,684724.47976452,4823884.331900523
rideHailAgent-10102-2014000589369-074522,679996.3810821119,4821523.888452007
rideHailAgent-10104-2015001391700-2122446,682416.3450722646,4819237.669109524
rideHailAgent-201-2015001431732-0123062,681422.0603444608,4825393.133591625
rideHailAgent-1108-2016000233221-0129852,678981.8223086499,4820569.464069542
rideHailAgent-1002-2016000116811-1127837,678795.8525156942,4822790.102330834
rideHailAgent-1500-2016000267720-0131280,683104.9029146454,4820901.688132754
rideHailAgent-100-2014000000467-060877,684061.6690795806,4827455.144694427
rideHailAgent-10102-2013000287282-136742,679963.1008032578,4821521.88172476
rideHailAgent-1108-2016001467581-0156419,678747.0922448646,4819641.22948676
rideHailAgent-10102-2015000362210-097853,680003.4384664096,4821159.5337737305
rideHailAgent-1108-2014000906088-079984,678623.2478723284,4819656.861693004
rideHailAgent-201-2013001034691-052174,681909.4404520665,4824893.400488842
rideHailAgent-408-2014000238225-066928,685614.7121240303,4825844.462575362
rideHailAgent-1801-2013000272718-036354,686456.5466240703,4821008.565089391
rideHailAgent-10600-2015000373339-098243,683660.9886035623,4824813.390774721
rideHailAgent-10102-2016000614752-1139416,682577.4097260381,4820497.882837109
rideHailAgent-1500-2012001134055-223143,682659.779233445,4822711.872518623
rideHailAgent-1803-2013001328389-057960,687296.4746910642,4821595.320005607
rideHailAgent-408-2015000128096-093366,686020.4096747542,4828551.718152784
rideHailAgent-1700-2012001437667-028878,685236.0706054297,4823261.30981791
rideHailAgent-1101-2013000843576-049027,681535.6496614213,4819379.968083702
rideHailAgent-10401-2015000458232-099764,683010.2850475088,4819955.04407165
rideHailAgent-1106-2012000923823-218534,683562.601729169,4823686.509791687
rideHailAgent-1902-2016000327234-0132055,684789.0187256536,4824142.616286575
rideHailAgent-1600-2014000659476-075547,683906.1847447491,4822133.480064653
rideHailAgent-1902-2013000479091-041502,685437.6310614818,4819914.62283163
rideHailAgent-1500-2016000778294-0143656,683372.0550953931,4820898.778869003
rideHailAgent-1101-2015000726028-1105349,680186.0788269369,4819163.534438746
rideHailAgent-10104-2015001453276-0123275,681956.4841738864,4819577.378866867
rideHailAgent-1500-2016000778294-0143708,683342.9948046991,4821434.6237616055
rideHailAgent-1001-2013000202866-034528,679045.1697993256,4823416.347312858
rideHailAgent-600-2016000025325-0124804,684372.8608611693,4823122.747887914
rideHailAgent-1105-2016001315095-0153825,678588.062329071,4819480.519185879
rideHailAgent-407-2013000367446-038493,684561.4412151249,4823833.191936
rideHailAgent-10103-2015000301668-196969,682373.1202412407,4824703.544896892
rideHailAgent-10600-2015000018557-091642,679873.4913942001,4821248.116811178
rideHailAgent-401-2012001113023-022566,686036.9308526859,4823273.904386447
rideHailAgent-10103-2016000550401-0137906,682456.9962842826,4824280.386887656
rideHailAgent-1700-2012000207266-04192,684549.701414447,4823068.891276912
rideHailAgent-1901-2013000818226-048665,683676.4916188897,4820755.53842211
rideHailAgent-10102-2016000047389-0125769,679856.9922544629,4821560.515055706
rideHailAgent-10104-2014001079600-083962,683529.6249271671,4820737.756829621
rideHailAgent-1101-2015000784412-1107011,681985.6112423819,4820582.2459483
rideHailAgent-408-2015000587248-0101775,684982.1615577667,4820566.4297678955
rideHailAgent-10103-2015000635597-1103506,680075.3549406962,4821255.656150003
rideHailAgent-1902-2013000226280-135062,683282.8589022115,4820476.71747878
rideHailAgent-405-2015000790225-0107127,686762.7590479482,4824801.779568731
rideHailAgent-1106-2012001286980-025007,680091.365699728,4821364.986487945
rideHailAgent-10103-2013001200076-055614,680014.5482608279,4820862.444063064
rideHailAgent-1106-2012000401040-28142,680411.4422931167,4828186.856836078
rideHailAgent-202-2013000179683-033713,680941.7251775061,4824890.181012666
rideHailAgent-408-2012001097565-121978,683383.7777004204,4824472.083679091
rideHailAgent-10600-2016001045965-0148291,682916.902640513,4819853.177895525
rideHailAgent-1105-2013000641153-045533,678427.3437401248,4819798.111614744
rideHailAgent-1108-2012001433817-028674,678485.679974268,4819600.855583968
rideHailAgent-700-2015000045280-091948,684763.2837321233,4824174.6443439
rideHailAgent-1700-2015000794086-0107319,685682.308261089,4821472.071915632
rideHailAgent-201-2013000775458-047894,679264.8832702596,4823222.631386724
rideHailAgent-10104-2012000963809-018953,683807.1730961164,4823496.172184704
rideHailAgent-1001-2015000606577-0102627,678990.990036235,4823505.677386205
rideHailAgent-10103-2013000831682-048831,679961.49750385,4820742.238470861
rideHailAgent-202-2016001517438-0157678,680726.8926848783,4825525.498195067
rideHailAgent-1200-2015000726028-0105465,680840.0837931017,4821565.154190914
rideHailAgent-600-2014000047931-061715,684313.8256924371,4824352.69091489
rideHailAgent-500-2012000408893-08508,685077.2289697527,4823106.3532382045
