TazId,DataType,Value,Hour
286.0,revenue,0.0,11
286.0,pricelevel,1.0,12
286.0,revenue,20.71,12
286.0,pricelevel,1.0,13
286.0,revenue,0.0,13
286.0,pricelevel,1.0,14
286.0,revenue,65.78,14
286.0,pricelevel,1.0,15
286.0,revenue,12.26,15
286.0,pricelevel,1.0,16
286.0,revenue,8.37,16
286.0,pricelevel,1.0,17
286.0,revenue,18.18,17
286.0,pricelevel,1.0,18
286.0,revenue,35.26,18
286.0,pricelevel,1.0,19
286.0,revenue,24.67,19
286.0,pricelevel,1.0,20
286.0,revenue,0.0,20
286.0,pricelevel,1.0,21
286.0,revenue,0.0,21
286.0,pricelevel,1.0,22
286.0,revenue,0.0,22
286.0,pricelevel,1.0,23
286.0,revenue,0.0,23
286.0,pricelevel,1.0,24
286.0,revenue,0.0,24
286.0,pricelevel,1.0,25
286.0,revenue,0.0,25
286.0,pricelevel,1.0,26
286.0,revenue,0.0,26
286.0,pricelevel,1.0,27
286.0,revenue,0.0,27
286.0,pricelevel,1.0,28
286.0,revenue,0.0,28
286.0,pricelevel,1.0,29
286.0,revenue,0.0,29
286.0,pricelevel,1.0,30
286.0,revenue,0.0,30
286.0,pricelevel,1.0,31
286.0,revenue,0.0,31
287.0,pricelevel,1.0,1
287.0,revenue,0.0,1
287.0,pricelevel,1.0,2
287.0,revenue,0.0,2
287.0,pricelevel,1.0,3
287.0,revenue,0.0,3
287.0,pricelevel,1.0,4
287.0,revenue,0.0,4
287.0,pricelevel,1.0,5
287.0,revenue,0.0,5
287.0,pricelevel,1.0,6
287.0,revenue,0.0,6
287.0,pricelevel,1.0,7
287.0,revenue,0.0,7
287.0,pricelevel,1.0,8
287.0,revenue,0.0,8
287.0,pricelevel,1.0,9
287.0,revenue,0.0,9
287.0,pricelevel,1.0,10
287.0,revenue,0.0,10
287.0,pricelevel,1.0,11
287.0,revenue,0.0,11
287.0,pricelevel,1.0,12
287.0,revenue,0.0,12
287.0,pricelevel,1.0,13
287.0,revenue,31.42,13
287.0,pricelevel,1.0,14
287.0,revenue,0.0,14
287.0,pricelevel,1.0,15
287.0,revenue,9.05,15
287.0,pricelevel,1.0,16
287.0,revenue,96.15,16
287.0,pricelevel,1.0,17
287.0,revenue,17.22,17
287.0,pricelevel,1.0,18
287.0,revenue,0.0,18
287.0,pricelevel,1.0,19
287.0,revenue,0.0,19
287.0,pricelevel,1.0,20
287.0,revenue,0.0,20
287.0,pricelevel,1.0,21
287.0,revenue,0.0,21
287.0,pricelevel,1.0,22
287.0,revenue,0.0,22
287.0,pricelevel,1.0,23
287.0,revenue,0.0,23
287.0,pricelevel,1.0,24
287.0,revenue,0.0,24
287.0,pricelevel,1.0,25
287.0,revenue,0.0,25
287.0,pricelevel,1.0,26
287.0,revenue,0.0,26
287.0,pricelevel,1.0,27
287.0,revenue,0.0,27
287.0,pricelevel,1.0,28
287.0,revenue,0.0,28
287.0,pricelevel,1.0,29
287.0,revenue,0.0,29
287.0,pricelevel,1.0,30
287.0,revenue,0.0,30
287.0,pricelevel,1.0,31
287.0,revenue,0.0,31
288.0,pricelevel,1.0,1
288.0,revenue,0.0,1
288.0,pricelevel,1.0,2
288.0,revenue,0.0,2
288.0,pricelevel,1.0,3
288.0,revenue,0.0,3
288.0,pricelevel,1.0,4
288.0,revenue,0.0,4
288.0,pricelevel,1.0,5
288.0,revenue,0.0,5
288.0,pricelevel,1.0,6
288.0,revenue,0.0,6
288.0,pricelevel,1.0,7
288.0,revenue,0.0,7
288.0,pricelevel,1.0,8
288.0,revenue,0.0,8
288.0,pricelevel,1.0,9
288.0,revenue,0.0,9
288.0,pricelevel,1.0,10
288.0,revenue,0.0,10
288.0,pricelevel,1.0,11
288.0,revenue,0.0,11
288.0,pricelevel,1.0,12
288.0,revenue,0.0,12
288.0,pricelevel,1.0,13
288.0,revenue,0.0,13
288.0,pricelevel,1.0,14
288.0,revenue,0.0,14
288.0,pricelevel,1.0,15
288.0,revenue,0.0,15
288.0,pricelevel,1.0,16
288.0,revenue,0.0,16
288.0,pricelevel,1.0,17
288.0,revenue,0.0,17
288.0,pricelevel,1.0,18
288.0,revenue,0.0,18
288.0,pricelevel,1.0,19
288.0,revenue,0.0,19
288.0,pricelevel,1.0,20
288.0,revenue,0.0,20
288.0,pricelevel,1.0,21
288.0,revenue,0.0,21
288.0,pricelevel,1.0,22
288.0,revenue,0.0,22
288.0,pricelevel,1.0,23
288.0,revenue,0.0,23
288.0,pricelevel,1.0,24
288.0,revenue,0.0,24
288.0,pricelevel,1.0,25
288.0,revenue,0.0,25
288.0,pricelevel,1.0,26
288.0,revenue,0.0,26
288.0,pricelevel,1.0,27
288.0,revenue,0.0,27
288.0,pricelevel,1.0,28
288.0,revenue,0.0,28
288.0,pricelevel,1.0,29
288.0,revenue,0.0,29
288.0,pricelevel,1.0,30
288.0,revenue,0.0,30
288.0,pricelevel,1.0,31
288.0,revenue,0.0,31
289.0,pricelevel,1.0,1
289.0,revenue,0.0,1
289.0,pricelevel,1.0,2
289.0,revenue,0.0,2
289.0,pricelevel,1.0,3
289.0,revenue,0.0,3
289.0,pricelevel,1.0,4
289.0,revenue,0.0,4
289.0,pricelevel,1.0,5
289.0,revenue,0.0,5
289.0,pricelevel,1.0,6
289.0,revenue,0.0,6
289.0,pricelevel,1.0,7
289.0,revenue,0.0,7
289.0,pricelevel,1.0,8
289.0,revenue,0.0,8
289.0,pricelevel,1.0,9
289.0,revenue,0.0,9
289.0,pricelevel,1.0,10
289.0,revenue,0.0,10
289.0,pricelevel,1.0,11
289.0,revenue,0.0,11
289.0,pricelevel,1.0,12
289.0,revenue,0.0,12
289.0,pricelevel,1.0,13
289.0,revenue,0.0,13
289.0,pricelevel,1.0,14
289.0,revenue,0.0,14
289.0,pricelevel,1.0,15
289.0,revenue,0.0,15
289.0,pricelevel,1.0,16
289.0,revenue,0.0,16
289.0,pricelevel,1.0,17
289.0,revenue,0.0,17
289.0,pricelevel,1.0,18
289.0,revenue,0.0,18
289.0,pricelevel,1.0,19
289.0,revenue,0.0,19
289.0,pricelevel,1.0,20
289.0,revenue,0.0,20
289.0,pricelevel,1.0,21
289.0,revenue,0.0,21
289.0,pricelevel,1.0,22
289.0,revenue,0.0,22
289.0,pricelevel,1.0,23
289.0,revenue,0.0,23
289.0,pricelevel,1.0,24
289.0,revenue,0.0,24
289.0,pricelevel,1.0,25
289.0,revenue,0.0,25
289.0,pricelevel,1.0,26
289.0,revenue,0.0,26
289.0,pricelevel,1.0,27
289.0,revenue,0.0,27
289.0,pricelevel,1.0,28
289.0,revenue,0.0,28
289.0,pricelevel,1.0,29
289.0,revenue,0.0,29
289.0,pricelevel,1.0,30
289.0,revenue,0.0,30
289.0,pricelevel,1.0,31
289.0,revenue,0.0,31
290.0,pricelevel,1.0,1
290.0,revenue,0.0,1
290.0,pricelevel,1.0,2
290.0,revenue,0.0,2
290.0,pricelevel,1.0,3
290.0,revenue,0.0,3
290.0,pricelevel,1.0,4
290.0,revenue,0.0,4
290.0,pricelevel,1.0,5
290.0,revenue,0.0,5
290.0,pricelevel,1.0,6
290.0,revenue,0.0,6
290.0,pricelevel,1.0,7
290.0,revenue,0.0,7
290.0,pricelevel,1.0,8
290.0,revenue,0.0,8
290.0,pricelevel,1.0,9
290.0,revenue,0.0,9
290.0,pricelevel,1.0,10
290.0,revenue,0.0,10
290.0,pricelevel,1.0,11
290.0,revenue,0.0,11
290.0,pricelevel,1.0,12
290.0,revenue,0.0,12
290.0,pricelevel,1.0,13
290.0,revenue,0.0,13
290.0,pricelevel,1.0,14
290.0,revenue,0.0,14
290.0,pricelevel,1.0,15
290.0,revenue,0.0,15
290.0,pricelevel,1.0,16
290.0,revenue,0.0,16
290.0,pricelevel,1.0,17
290.0,revenue,0.0,17
290.0,pricelevel,1.0,18
290.0,revenue,0.0,18
290.0,pricelevel,1.0,19
290.0,revenue,0.0,19
290.0,pricelevel,1.0,20
290.0,revenue,0.0,20
290.0,pricelevel,1.0,21
290.0,revenue,0.0,21
290.0,pricelevel,1.0,22
290.0,revenue,0.0,22
290.0,pricelevel,1.0,23
290.0,revenue,0.0,23
290.0,pricelevel,1.0,24
290.0,revenue,0.0,24
290.0,pricelevel,1.0,25
290.0,revenue,0.0,25
290.0,pricelevel,1.0,26
290.0,revenue,0.0,26
290.0,pricelevel,1.0,27
290.0,revenue,0.0,27
290.0,pricelevel,1.0,28
290.0,revenue,0.0,28
290.0,pricelevel,1.0,29
290.0,revenue,0.0,29
290.0,pricelevel,1.0,30
290.0,revenue,0.0,30
290.0,pricelevel,1.0,31
290.0,revenue,0.0,31
291.0,pricelevel,1.0,1
291.0,revenue,0.0,1
291.0,pricelevel,1.0,2
291.0,revenue,0.0,2
291.0,pricelevel,1.0,3
291.0,revenue,0.0,3
291.0,pricelevel,1.0,4
291.0,revenue,0.0,4
291.0,pricelevel,1.0,5
291.0,revenue,0.0,5
291.0,pricelevel,1.0,6
291.0,revenue,0.0,6
291.0,pricelevel,1.0,7
291.0,revenue,0.0,7
291.0,pricelevel,1.0,8
291.0,revenue,0.0,8
291.0,pricelevel,1.0,9
291.0,revenue,0.0,9
291.0,pricelevel,1.0,10
291.0,revenue,0.0,10
291.0,pricelevel,1.0,11
291.0,revenue,0.0,11
291.0,pricelevel,1.0,12
291.0,revenue,0.0,12
291.0,pricelevel,1.0,13
291.0,revenue,0.0,13
291.0,pricelevel,1.0,14
291.0,revenue,0.0,14
291.0,pricelevel,1.0,15
291.0,revenue,0.0,15
291.0,pricelevel,1.0,16
291.0,revenue,0.0,16
291.0,pricelevel,1.0,17
291.0,revenue,0.0,17
291.0,pricelevel,1.0,18
291.0,revenue,0.0,18
291.0,pricelevel,1.0,19
291.0,revenue,0.0,19
291.0,pricelevel,1.0,20
291.0,revenue,0.0,20
291.0,pricelevel,1.0,21
291.0,revenue,0.0,21
291.0,pricelevel,1.0,22
291.0,revenue,0.0,22
291.0,pricelevel,1.0,23
291.0,revenue,0.0,23
291.0,pricelevel,1.0,24
291.0,revenue,0.0,24
291.0,pricelevel,1.0,25
291.0,revenue,0.0,25
291.0,pricelevel,1.0,26
291.0,revenue,0.0,26
291.0,pricelevel,1.0,27
291.0,revenue,0.0,27
291.0,pricelevel,1.0,28
291.0,revenue,0.0,28
291.0,pricelevel,1.0,29
291.0,revenue,0.0,29
291.0,pricelevel,1.0,30
291.0,revenue,0.0,30
291.0,pricelevel,1.0,31
291.0,revenue,0.0,31
292.0,pricelevel,1.0,1
292.0,revenue,0.0,1
292.0,pricelevel,1.0,2
292.0,revenue,0.0,2
292.0,pricelevel,1.0,3
292.0,revenue,0.0,3
292.0,pricelevel,1.0,4
292.0,revenue,0.0,4
292.0,pricelevel,1.0,5
292.0,revenue,0.0,5
292.0,pricelevel,1.0,6
292.0,revenue,0.0,6
292.0,pricelevel,1.0,7
292.0,revenue,0.0,7
292.0,pricelevel,1.0,8
292.0,revenue,0.0,8
292.0,pricelevel,1.0,9
292.0,revenue,0.0,9
292.0,pricelevel,1.0,10
292.0,revenue,0.0,10
292.0,pricelevel,1.0,11
292.0,revenue,0.0,11
292.0,pricelevel,1.0,12
292.0,revenue,36.85,12
292.0,pricelevel,1.0,13
292.0,revenue,0.0,13
292.0,pricelevel,1.0,14
292.0,revenue,0.0,14
292.0,pricelevel,1.0,15
292.0,revenue,0.0,15
292.0,pricelevel,1.0,16
292.0,revenue,8.88,16
292.0,pricelevel,1.0,17
292.0,revenue,0.0,17
292.0,pricelevel,1.0,18
292.0,revenue,69.55,18
292.0,pricelevel,1.0,19
292.0,revenue,22.87,19
292.0,pricelevel,1.0,20
292.0,revenue,0.0,20
292.0,pricelevel,1.0,21
292.0,revenue,0.0,21
292.0,pricelevel,1.0,22
292.0,revenue,0.0,22
292.0,pricelevel,1.0,23
292.0,revenue,0.0,23
292.0,pricelevel,1.0,24
292.0,revenue,0.0,24
292.0,pricelevel,1.0,25
292.0,revenue,0.0,25
292.0,pricelevel,1.0,26
292.0,revenue,0.0,26
292.0,pricelevel,1.0,27
292.0,revenue,0.0,27
292.0,pricelevel,1.0,28
292.0,revenue,0.0,28
292.0,pricelevel,1.0,29
292.0,revenue,0.0,29
292.0,pricelevel,1.0,30
292.0,revenue,0.0,30
292.0,pricelevel,1.0,31
292.0,revenue,0.0,31
293.0,pricelevel,1.0,1
293.0,revenue,0.0,1
293.0,pricelevel,1.0,2
293.0,revenue,0.0,2
293.0,pricelevel,1.0,3
293.0,revenue,0.0,3
293.0,pricelevel,1.0,4
293.0,revenue,0.0,4
293.0,pricelevel,1.0,5
293.0,revenue,0.0,5
293.0,pricelevel,1.0,6
293.0,revenue,0.0,6
293.0,pricelevel,1.0,7
293.0,revenue,0.0,7
293.0,pricelevel,1.0,8
293.0,revenue,43.73,8
293.0,pricelevel,1.0,9
293.0,revenue,28.93,9
293.0,pricelevel,1.0,10
293.0,revenue,11.96,10
293.0,pricelevel,1.0,11
293.0,revenue,91.48,11
293.0,pricelevel,1.0,12
293.0,revenue,0.0,12
293.0,pricelevel,1.0,13
293.0,revenue,107.59,13
293.0,pricelevel,1.0,14
293.0,revenue,0.0,14
293.0,pricelevel,1.0,15
293.0,revenue,77.0,15
293.0,pricelevel,1.0,16
293.0,revenue,0.0,16
293.0,pricelevel,1.0,17
293.0,revenue,174.87,17
293.0,pricelevel,1.0,18
293.0,revenue,43.91,18
293.0,pricelevel,1.0,19
293.0,revenue,20.52,19
293.0,pricelevel,1.0,20
293.0,revenue,56.18,20
293.0,pricelevel,1.0,21
293.0,revenue,86.02,21
293.0,pricelevel,1.0,22
293.0,revenue,0.0,22
293.0,pricelevel,1.0,23
293.0,revenue,0.0,23
293.0,pricelevel,1.0,24
293.0,revenue,0.0,24
293.0,pricelevel,1.0,25
293.0,revenue,0.0,25
293.0,pricelevel,1.0,26
293.0,revenue,0.0,26
293.0,pricelevel,1.0,27
293.0,revenue,0.0,27
293.0,pricelevel,1.0,28
293.0,revenue,0.0,28
293.0,pricelevel,1.0,29
293.0,revenue,0.0,29
293.0,pricelevel,1.0,30
293.0,revenue,0.0,30
293.0,pricelevel,1.0,31
293.0,revenue,0.0,31
294.0,pricelevel,1.0,1
294.0,revenue,0.0,1
294.0,pricelevel,1.0,2
294.0,revenue,0.0,2
294.0,pricelevel,1.0,3
294.0,revenue,0.0,3
294.0,pricelevel,1.0,4
294.0,revenue,0.0,4
294.0,pricelevel,1.0,5
294.0,revenue,0.0,5
294.0,pricelevel,1.0,6
294.0,revenue,0.0,6
294.0,pricelevel,1.0,7
294.0,revenue,0.0,7
294.0,pricelevel,1.0,8
294.0,revenue,0.0,8
294.0,pricelevel,1.0,9
294.0,revenue,0.0,9
294.0,pricelevel,1.0,10
294.0,revenue,0.0,10
294.0,pricelevel,1.0,11
294.0,revenue,0.0,11
294.0,pricelevel,1.0,12
294.0,revenue,0.0,12
294.0,pricelevel,1.0,13
294.0,revenue,0.0,13
294.0,pricelevel,1.0,14
294.0,revenue,0.0,14
294.0,pricelevel,1.0,15
294.0,revenue,0.0,15
294.0,pricelevel,1.0,16
294.0,revenue,0.0,16
294.0,pricelevel,1.0,17
294.0,revenue,0.0,17
294.0,pricelevel,1.0,18
294.0,revenue,0.0,18
294.0,pricelevel,1.0,19
294.0,revenue,0.0,19
294.0,pricelevel,1.0,20
294.0,revenue,0.0,20
294.0,pricelevel,1.0,21
294.0,revenue,0.0,21
294.0,pricelevel,1.0,22
294.0,revenue,0.0,22
294.0,pricelevel,1.0,23
294.0,revenue,0.0,23
294.0,pricelevel,1.0,24
294.0,revenue,0.0,24
294.0,pricelevel,1.0,25
294.0,revenue,0.0,25
294.0,pricelevel,1.0,26
294.0,revenue,0.0,26
294.0,pricelevel,1.0,27
294.0,revenue,0.0,27
294.0,pricelevel,1.0,28
294.0,revenue,0.0,28
294.0,pricelevel,1.0,29
294.0,revenue,0.0,29
294.0,pricelevel,1.0,30
294.0,revenue,0.0,30
294.0,pricelevel,1.0,31
294.0,revenue,0.0,31
295.0,pricelevel,1.0,1
295.0,revenue,0.0,1
295.0,pricelevel,1.0,2
295.0,revenue,0.0,2
295.0,pricelevel,1.0,3
295.0,revenue,0.0,3
295.0,pricelevel,1.0,4
295.0,revenue,0.0,4
295.0,pricelevel,1.0,5
295.0,revenue,0.0,5
295.0,pricelevel,1.0,6
295.0,revenue,0.0,6
295.0,pricelevel,1.0,7
295.0,revenue,0.0,7
295.0,pricelevel,1.0,8
295.0,revenue,0.0,8
295.0,pricelevel,1.0,9
295.0,revenue,0.0,9
295.0,pricelevel,1.0,10
295.0,revenue,0.0,10
295.0,pricelevel,1.0,11
295.0,revenue,0.0,11
295.0,pricelevel,1.0,12
295.0,revenue,0.0,12
295.0,pricelevel,1.0,13
295.0,revenue,0.0,13
295.0,pricelevel,1.0,14
295.0,revenue,0.0,14
295.0,pricelevel,1.0,15
295.0,revenue,0.0,15
295.0,pricelevel,1.0,16
295.0,revenue,0.0,16
295.0,pricelevel,1.0,17
295.0,revenue,0.0,17
295.0,pricelevel,1.0,18
295.0,revenue,0.0,18
295.0,pricelevel,1.0,19
295.0,revenue,0.0,19
295.0,pricelevel,1.0,20
295.0,revenue,0.0,20
295.0,pricelevel,1.0,21
295.0,revenue,0.0,21
295.0,pricelevel,1.0,22
295.0,revenue,0.0,22
295.0,pricelevel,1.0,23
295.0,revenue,0.0,23
295.0,pricelevel,1.0,24
295.0,revenue,0.0,24
295.0,pricelevel,1.0,25
295.0,revenue,0.0,25
295.0,pricelevel,1.0,26
295.0,revenue,0.0,26
295.0,pricelevel,1.0,27
295.0,revenue,0.0,27
295.0,pricelevel,1.0,28
295.0,revenue,0.0,28
295.0,pricelevel,1.0,29
295.0,revenue,0.0,29
295.0,pricelevel,1.0,30
295.0,revenue,0.0,30
295.0,pricelevel,1.0,31
295.0,revenue,0.0,31
296.0,pricelevel,1.0,1
296.0,revenue,0.0,1
296.0,pricelevel,1.0,2
296.0,revenue,0.0,2
296.0,pricelevel,1.0,3
296.0,revenue,0.0,3
296.0,pricelevel,1.0,4
296.0,revenue,0.0,4
296.0,pricelevel,1.0,5
296.0,revenue,0.0,5
296.0,pricelevel,1.0,6
296.0,revenue,0.0,6
296.0,pricelevel,1.0,7
296.0,revenue,0.0,7
296.0,pricelevel,1.0,8
296.0,revenue,10.63,8
296.0,pricelevel,1.0,9
296.0,revenue,47.51,9
296.0,pricelevel,1.0,10
296.0,revenue,42.68,10
296.0,pricelevel,1.0,11
296.0,revenue,51.96,11
296.0,pricelevel,1.0,12
296.0,revenue,5.16,12
296.0,pricelevel,1.0,13
296.0,revenue,18.44,13
296.0,pricelevel,1.0,14
296.0,revenue,28.56,14
296.0,pricelevel,1.0,15
296.0,revenue,30.62,15
296.0,pricelevel,1.0,16
296.0,revenue,37.93,16
296.0,pricelevel,1.0,17
296.0,revenue,85.45,17
296.0,pricelevel,1.0,18
296.0,revenue,66.39,18
296.0,pricelevel,1.0,19
296.0,revenue,29.97,19
296.0,pricelevel,1.0,20
296.0,revenue,34.75,20
296.0,pricelevel,1.0,21
296.0,revenue,0.0,21
296.0,pricelevel,1.0,22
296.0,revenue,0.0,22
296.0,pricelevel,1.0,23
296.0,revenue,0.0,23
296.0,pricelevel,1.0,24
296.0,revenue,0.0,24
296.0,pricelevel,1.0,25
296.0,revenue,0.0,25
296.0,pricelevel,1.0,26
296.0,revenue,0.0,26
296.0,pricelevel,1.0,27
296.0,revenue,0.0,27
296.0,pricelevel,1.0,28
296.0,revenue,0.0,28
296.0,pricelevel,1.0,29
296.0,revenue,0.0,29
296.0,pricelevel,1.0,30
296.0,revenue,0.0,30
296.0,pricelevel,1.0,31
296.0,revenue,0.0,31
297.0,pricelevel,1.0,1
297.0,revenue,0.0,1
297.0,pricelevel,1.0,2
297.0,revenue,0.0,2
297.0,pricelevel,1.0,3
297.0,revenue,0.0,3
297.0,pricelevel,1.0,4
297.0,revenue,0.0,4
297.0,pricelevel,1.0,5
297.0,revenue,0.0,5
297.0,pricelevel,1.0,6
297.0,revenue,0.0,6
297.0,pricelevel,1.0,7
297.0,revenue,0.0,7
297.0,pricelevel,1.0,8
297.0,revenue,0.0,8
297.0,pricelevel,1.0,9
297.0,revenue,40.41,9
297.0,pricelevel,1.0,10
297.0,revenue,0.0,10
297.0,pricelevel,1.0,11
297.0,revenue,8.18,11
297.0,pricelevel,1.0,12
297.0,revenue,22.07,12
297.0,pricelevel,1.0,13
297.0,revenue,9.45,13
297.0,pricelevel,1.0,14
297.0,revenue,0.0,14
297.0,pricelevel,1.0,15
297.0,revenue,173.01,15
297.0,pricelevel,1.0,16
297.0,revenue,0.0,16
297.0,pricelevel,1.0,17
297.0,revenue,34.07,17
297.0,pricelevel,1.0,18
297.0,revenue,0.0,18
297.0,pricelevel,1.0,19
297.0,revenue,287.08,19
297.0,pricelevel,1.0,20
297.0,revenue,23.29,20
297.0,pricelevel,1.0,21
297.0,revenue,0.0,21
297.0,pricelevel,1.0,22
297.0,revenue,0.0,22
297.0,pricelevel,1.0,23
297.0,revenue,0.0,23
297.0,pricelevel,1.0,24
297.0,revenue,0.0,24
297.0,pricelevel,1.0,25
297.0,revenue,0.0,25
297.0,pricelevel,1.0,26
297.0,revenue,0.0,26
297.0,pricelevel,1.0,27
297.0,revenue,0.0,27
297.0,pricelevel,1.0,28
297.0,revenue,0.0,28
297.0,pricelevel,1.0,29
297.0,revenue,0.0,29
297.0,pricelevel,1.0,30
297.0,revenue,0.0,30
297.0,pricelevel,1.0,31
297.0,revenue,0.0,31
298.0,pricelevel,1.0,1
298.0,revenue,0.0,1
298.0,pricelevel,1.0,2
298.0,revenue,0.0,2
298.0,pricelevel,1.0,3
298.0,revenue,0.0,3
298.0,pricelevel,1.0,4
298.0,revenue,0.0,4
298.0,pricelevel,1.0,5
298.0,revenue,0.0,5
298.0,pricelevel,1.0,6
298.0,revenue,0.0,6
298.0,pricelevel,1.0,7
298.0,revenue,0.0,7
298.0,pricelevel,1.0,8
298.0,revenue,0.0,8
298.0,pricelevel,1.0,9
298.0,revenue,0.0,9
298.0,pricelevel,1.0,10
298.0,revenue,0.0,10
298.0,pricelevel,1.0,11
298.0,revenue,0.0,11
298.0,pricelevel,1.0,12
298.0,revenue,0.0,12
298.0,pricelevel,1.0,13
298.0,revenue,0.0,13
298.0,pricelevel,1.0,14
298.0,revenue,8.06,14
298.0,pricelevel,1.0,15
298.0,revenue,0.0,15
298.0,pricelevel,1.0,16
298.0,revenue,0.0,16
298.0,pricelevel,1.0,17
298.0,revenue,79.0,17
298.0,pricelevel,1.0,18
298.0,revenue,8.65,18
298.0,pricelevel,1.0,19
298.0,revenue,0.0,19
298.0,pricelevel,1.0,20
298.0,revenue,0.0,20
298.0,pricelevel,1.0,21
298.0,revenue,0.0,21
298.0,pricelevel,1.0,22
298.0,revenue,0.0,22
298.0,pricelevel,1.0,23
298.0,revenue,0.0,23
298.0,pricelevel,1.0,24
298.0,revenue,0.0,24
298.0,pricelevel,1.0,25
298.0,revenue,0.0,25
298.0,pricelevel,1.0,26
298.0,revenue,0.0,26
298.0,pricelevel,1.0,27
298.0,revenue,0.0,27
298.0,pricelevel,1.0,28
298.0,revenue,0.0,28
298.0,pricelevel,1.0,29
298.0,revenue,0.0,29
298.0,pricelevel,1.0,30
298.0,revenue,0.0,30
298.0,pricelevel,1.0,31
298.0,revenue,0.0,31
299.0,pricelevel,1.0,1
299.0,revenue,0.0,1
299.0,pricelevel,1.0,2
299.0,revenue,0.0,2
299.0,pricelevel,1.0,3
299.0,revenue,0.0,3
299.0,pricelevel,1.0,4
299.0,revenue,0.0,4
299.0,pricelevel,1.0,5
299.0,revenue,0.0,5
299.0,pricelevel,1.0,6
299.0,revenue,0.0,6
299.0,pricelevel,1.0,7
299.0,revenue,0.0,7
299.0,pricelevel,1.0,8
299.0,revenue,0.0,8
299.0,pricelevel,1.0,9
299.0,revenue,13.57,9
299.0,pricelevel,1.0,10
299.0,revenue,17.04,10
299.0,pricelevel,1.0,11
299.0,revenue,31.83,11
299.0,pricelevel,1.0,12
299.0,revenue,44.1,12
299.0,pricelevel,1.0,13
299.0,revenue,275.41,13
299.0,pricelevel,1.0,14
299.0,revenue,9.88,14
299.0,pricelevel,1.0,15
299.0,revenue,136.75,15
299.0,pricelevel,1.0,16
299.0,revenue,0.0,16
299.0,pricelevel,1.0,17
299.0,revenue,22.51,17
299.0,pricelevel,1.0,18
299.0,revenue,213.61,18
299.0,pricelevel,1.0,19
299.0,revenue,12.66,19
299.0,pricelevel,1.0,20
299.0,revenue,73.91,20
299.0,pricelevel,1.0,21
299.0,revenue,0.0,21
299.0,pricelevel,1.0,22
299.0,revenue,0.0,22
299.0,pricelevel,1.0,23
299.0,revenue,0.0,23
299.0,pricelevel,1.0,24
299.0,revenue,0.0,24
299.0,pricelevel,1.0,25
299.0,revenue,0.0,25
299.0,pricelevel,1.0,26
299.0,revenue,0.0,26
299.0,pricelevel,1.0,27
299.0,revenue,0.0,27
299.0,pricelevel,1.0,28
299.0,revenue,0.0,28
299.0,pricelevel,1.0,29
299.0,revenue,0.0,29
299.0,pricelevel,1.0,30
299.0,revenue,0.0,30
299.0,pricelevel,1.0,31
299.0,revenue,0.0,31
300.0,pricelevel,1.0,1
300.0,revenue,0.0,1
300.0,pricelevel,1.0,2
300.0,revenue,0.0,2
300.0,pricelevel,1.0,3
300.0,revenue,0.0,3
300.0,pricelevel,1.0,4
300.0,revenue,0.0,4
300.0,pricelevel,1.0,5
300.0,revenue,0.0,5
300.0,pricelevel,1.0,6
300.0,revenue,0.0,6
300.0,pricelevel,1.0,7
300.0,revenue,0.0,7
300.0,pricelevel,1.0,8
300.0,revenue,47.07,8
300.0,pricelevel,1.0,9
300.0,revenue,63.82,9
300.0,pricelevel,1.0,10
300.0,revenue,8.35,10
300.0,pricelevel,1.0,11
300.0,revenue,0.0,11
300.0,pricelevel,1.0,12
300.0,revenue,34.34,12
300.0,pricelevel,1.0,13
300.0,revenue,106.04,13
300.0,pricelevel,1.0,14
300.0,revenue,6.12,14
300.0,pricelevel,1.0,15
300.0,revenue,96.24,15
300.0,pricelevel,1.0,16
300.0,revenue,0.0,16
300.0,pricelevel,1.0,17
300.0,revenue,158.97,17
300.0,pricelevel,1.0,18
300.0,revenue,92.51,18
300.0,pricelevel,1.0,19
300.0,revenue,24.49,19
300.0,pricelevel,1.0,20
300.0,revenue,0.0,20
300.0,pricelevel,1.0,21
300.0,revenue,0.0,21
300.0,pricelevel,1.0,22
300.0,revenue,0.0,22
300.0,pricelevel,1.0,23
300.0,revenue,0.0,23
300.0,pricelevel,1.0,24
300.0,revenue,0.0,24
300.0,pricelevel,1.0,25
300.0,revenue,0.0,25
300.0,pricelevel,1.0,26
300.0,revenue,0.0,26
300.0,pricelevel,1.0,27
300.0,revenue,0.0,27
300.0,pricelevel,1.0,28
300.0,revenue,0.0,28
300.0,pricelevel,1.0,29
300.0,revenue,0.0,29
300.0,pricelevel,1.0,30
300.0,revenue,0.0,30
300.0,pricelevel,1.0,31
300.0,revenue,0.0,31
301.0,pricelevel,1.0,1
301.0,revenue,0.0,1
301.0,pricelevel,1.0,2
301.0,revenue,0.0,2
301.0,pricelevel,1.0,3
301.0,revenue,0.0,3
301.0,pricelevel,1.0,4
301.0,revenue,0.0,4
301.0,pricelevel,1.0,5
301.0,revenue,0.0,5
301.0,pricelevel,1.0,6
301.0,revenue,0.0,6
301.0,pricelevel,1.0,7
301.0,revenue,0.0,7
301.0,pricelevel,1.0,8
301.0,revenue,28.4,8
301.0,pricelevel,1.0,9
301.0,revenue,68.06,9
301.0,pricelevel,1.0,10
301.0,revenue,0.0,10
301.0,pricelevel,1.0,11
301.0,revenue,11.06,11
301.0,pricelevel,1.0,12
